promise_id,promise_text,category,evidence_googlenews,news_sources
A126,To take action to fill all the backlog vacancies within one year.,SC/ST/OBC/ Minority Communities,"['SC slams Centre over failure to implement provisions of disability act, fill backlog vacancies - The Hindu. SC slams Centre over failure to implement provisions of disability act, fill backlog vacancies&nbsp;&nbsp;The Hindu', 'Karnataka Police gears up to fill large vacancies over next two years - The Hindu. Karnataka Police gears up to fill large vacancies over next two years&nbsp;&nbsp;The Hindu', 'Soaring expenditure threatens Karnataka CM’s plan to fill 35k vacancies - The Times of India. Soaring expenditure threatens Karnataka CM’s plan to fill 35k vacancies&nbsp;&nbsp;The Times of India', 'Govt job aspirants’ protest flares up in Dharwad; Siddaramaiah blames BJP for vacancy backlog - The Times of India. Govt job aspirants’ protest flares up in Dharwad; Siddaramaiah blames BJP for vacancy backlog&nbsp;&nbsp;The Times of India', 'Dharwad Protest Erupts Over 2.6 Lakh Vacancies; Karnataka Promises 56,000 New Government Jobs - The Logical Indian. Dharwad Protest Erupts Over 2.6 Lakh Vacancies; Karnataka Promises 56,000 New Government Jobs&nbsp;&nbsp;The Logical Indian', 'SC takes 30 years to implement its own judgment on SC/ST quota - The Times of India. SC takes 30 years to implement its own judgment on SC/ST quota&nbsp;&nbsp;The Times of India', 'Amid AI fears, Karnataka to fill 50k jobs in next fiscal - The Times of India. Amid AI fears, Karnataka to fill 50k jobs in next fiscal&nbsp;&nbsp;The Times of India', 'Justice H.N. Nagmohan Das Commission submits interim report to CM on internal reservation among Scheduled Castes in Karnataka - The Hindu. Justice H.N. Nagmohan Das Commission submits interim report to CM on internal reservation among Scheduled Castes in Karnataka&nbsp;&nbsp;The Hindu', 'High court hearing will test implementation of internal quota for Scheduled Castes - The Times of India. High court hearing will test implementation of internal quota for Scheduled Castes&nbsp;&nbsp;The Times of India', 'CM Reaffirms State’s Commitment to Welfare and Growth of BCs - Deccan Chronicle. CM Reaffirms State’s Commitment to Welfare and Growth of BCs&nbsp;&nbsp;Deccan Chronicle']","['The Hindu', 'The Hindu', 'The Times of India', 'The Times of India', 'The Logical Indian', 'The Times of India', 'The Times of India', 'The Hindu', 'The Times of India', 'Deccan Chronicle']"
A128,"To create a new ""Smt. Savitri Bai Pule Education Scheme to give Monthly incentives of Rs.150/- for students from | st Std. to Sth Standard, Rs.300/- for 6th to 10 std. students to be given. The incentive to be transferred to the Bank account of the mother of the student.",SC/ST/OBC/ Minority Communities,"[""Teacher's Day 2025 Quiz: 100+ GK Questions & Answers For Shikshak Diwas - Jagran Josh. Teacher's Day 2025 Quiz: 100+ GK Questions & Answers For Shikshak Diwas&nbsp;&nbsp;Jagran Josh"", 'Zonal Meeting held in Kevadia, Gujarat, Reaffirming Centre-State Convergence in Advancing Women and Child Development - PIB. Zonal Meeting held in Kevadia, Gujarat, Reaffirming Centre-State Convergence in Advancing Women and Child Development&nbsp;&nbsp;PIB']","['Jagran Josh', 'PIB']"
A127,"To set up Rs. 1000 Crore revolving fund - ""Dr Bhimrao Ramji Ambedkar Entrepreneurship Fund"" - for organizing entrepreneurship development and incubation programs for SC entrepreneurs.",SC/ST/OBC/ Minority Communities,[],[]
A129,"To open Literature, cultural and Arts academy under Kannada and Culture department for 46 castes of SC and ST, Nomedic and Semi-nomedic and OBC Category-I",SC/ST/OBC/ Minority Communities,[],[]
A130,"To identify youths belonging to Pambada, Nalike, Parava and Kudbi of Dakshina Kannada and Udupi districts and to ensure 100% housing and also to train boys and girls for jobs.",SC/ST/OBC/ Minority Communities,"['Karnataka Budget 2025: Key takeaways - Deccan Herald. Karnataka Budget 2025: Key takeaways&nbsp;&nbsp;Deccan Herald', 'Marine subsidies are a mess, say small scale fishers of southern Karnataka - Mongabay-India. Marine subsidies are a mess, say small scale fishers of southern Karnataka&nbsp;&nbsp;Mongabay-India', 'KHB to develop 16,000 sites in Suryanagar Phase-4; Helpline for co-op society investors - Public TV English. KHB to develop 16,000 sites in Suryanagar Phase-4; Helpline for co-op society investors&nbsp;&nbsp;Public TV English']","['Deccan Herald', 'Mongabay-India', 'Public TV English']"
A132,To establish 100 Aranya Kendras in tribal areas to help and guide them in primary processing and value additions for their produce.,SC/ST/OBC/ Minority Communities,[],[]
A133,To construct 50 new Ekalavya residential schools in the next five years,SC/ST/OBC/ Minority Communities,"['Ekalavya Model Residential Schools: 229 sanctioned EMRS yet to open, budget slashed by up to 60% - Careers360. Ekalavya Model Residential Schools: 229 sanctioned EMRS yet to open, budget slashed by up to 60%&nbsp;&nbsp;Careers360', '23 Eklavya Model Residential Schools operational in Telangana, says MoTA - Deccan Chronicle. 23 Eklavya Model Residential Schools operational in Telangana, says MoTA&nbsp;&nbsp;Deccan Chronicle', 'Eklavya Model Residential Schools in Gujarat increased to 44 with over 11,000 students - The Indian Express. Eklavya Model Residential Schools in Gujarat increased to 44 with over 11,000 students&nbsp;&nbsp;The Indian Express', 'Union Budget 2025: Packages for scheme saturation, Ekalavya schools push Tribal Affairs allocation up 14.8% - The Hindu. Union Budget 2025: Packages for scheme saturation, Ekalavya schools push Tribal Affairs allocation up 14.8%&nbsp;&nbsp;The Hindu', 'Build Eklavya schools in 4 more districts: UP govt urges Centre - The Indian Express. Build Eklavya schools in 4 more districts: UP govt urges Centre&nbsp;&nbsp;The Indian Express', 'Imposition of Hindi in Ekalavya schools: Kannada sidelined, staff divided and students worried - The South First. Imposition of Hindi in Ekalavya schools: Kannada sidelined, staff divided and students worried&nbsp;&nbsp;The South First', '476 of 718 Eklavya residential schools functional: Govt tells Lok Sabha | India News - Hindustan Times. 476 of 718 Eklavya residential schools functional: Govt tells Lok Sabha | India News&nbsp;&nbsp;Hindustan Times', 'Over 2.7 lakh apply for 52,000 seats in Karnataka residential schools - The Times of India. Over 2.7 lakh apply for 52,000 seats in Karnataka residential schools&nbsp;&nbsp;The Times of India', 'Delay in tribal museums, land availability for tribal residential schools: House panel flags issues - The Indian Express. Delay in tribal museums, land availability for tribal residential schools: House panel flags issues&nbsp;&nbsp;The Indian Express', 'Union Budget 2025: Tribal Budget soars 45% to ₹14,900 crore; big push for Eklavya Schools - The Indian Express. Union Budget 2025: Tribal Budget soars 45% to ₹14,900 crore; big push for Eklavya Schools&nbsp;&nbsp;The Indian Express']","['Careers360', 'Deccan Chronicle', 'The Indian Express', 'The Hindu', 'The Indian Express', 'The South First', 'Hindustan Times', 'The Times of India', 'The Indian Express', 'The Indian Express']"
A134,To send 100 people from the leather based traditional artisans abroad for better training.,SC/ST/OBC/ Minority Communities,['Prada bows to massive online backlash! Italian brand forced to credit Kolhapuri chappal designs; legal op - The Times of India. Prada bows to massive online backlash! Italian brand forced to credit Kolhapuri chappal designs; legal op&nbsp;&nbsp;The Times of India'],['The Times of India']
A135,"To setup Rs 5000 crore revolving fund ""Socio-economic welfare Fund"" for the overall welfare of OBC communities involved in sculpting, pottery, weaving and other traditional occupations.",SC/ST/OBC/ Minority Communities,[],[]
A136,"To establish Brahmashri Narayana Guru Development Corporation with annual budget of Rs. 500 Cr, a total of Rs. 2500 Cr in 5 years",SC/ST/OBC/ Minority Communities,"['CM has agreed to constitute Sri Narayana Guru Development Corporation: Kota Srinivas Poojary - The Hindu. CM has agreed to constitute Sri Narayana Guru Development Corporation: Kota Srinivas Poojary&nbsp;&nbsp;The Hindu', 'Coast remembers Narayana Guru on his 171st birth anniversary - The Times of India. Coast remembers Narayana Guru on his 171st birth anniversary&nbsp;&nbsp;The Times of India', 'Development corporation for Arya Idiga community promised - The Hindu. Development corporation for Arya Idiga community promised&nbsp;&nbsp;The Hindu', ""MLA Kiran Kumar Kodgi emphasizes following Narayana Guru's path for societal transformation - Daijiworld. MLA Kiran Kumar Kodgi emphasizes following Narayana Guru's path for societal transformation&nbsp;&nbsp;Daijiworld"", 'Billava seer to lead 700-km padayatra to Bengaluru - The Times of India. Billava seer to lead 700-km padayatra to Bengaluru&nbsp;&nbsp;The Times of India', 'Karnataka: Billava seer to lead 700-km Padayatra to Bengaluru - The Times of India. Karnataka: Billava seer to lead 700-km Padayatra to Bengaluru&nbsp;&nbsp;The Times of India']","['The Hindu', 'The Times of India', 'The Hindu', 'Daijiworld', 'The Times of India', 'The Times of India']"
A131,To increase the insurance maturity amount given under the Bhagya Lakshmi scheme Rs.3 Lakhs to SC/ST families.,SC/ST/OBC/ Minority Communities,"['Bhagyalakshmi scheme beneficiaries in Kodagu to get maturity amount - The Times of India. Bhagyalakshmi scheme beneficiaries in Kodagu to get maturity amount&nbsp;&nbsp;The Times of India', '12k girls in Mysuru dist to get Bhagyalakshmi maturity amount - The Times of India. 12k girls in Mysuru dist to get Bhagyalakshmi maturity amount&nbsp;&nbsp;The Times of India', 'Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare - The News Minute. Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare&nbsp;&nbsp;The News Minute', 'Govt. neglecting Bhagyalakshmi scheme, says Yeddyurappa - The Hindu. Govt. neglecting Bhagyalakshmi scheme, says Yeddyurappa&nbsp;&nbsp;The Hindu', 'Bhagyalakshmi scheme changed attitude towards girl child among poor: Report - The Hindu. Bhagyalakshmi scheme changed attitude towards girl child among poor: Report&nbsp;&nbsp;The Hindu', 'Sub plan funds allocated for SC, ST guarantees: Karnataka government - The New Indian Express. Sub plan funds allocated for SC, ST guarantees: Karnataka government&nbsp;&nbsp;The New Indian Express', 'Karnataka govt under fire over decision to use SC/ST funds for other schemes - The News Minute. Karnataka govt under fire over decision to use SC/ST funds for other schemes&nbsp;&nbsp;The News Minute', 'Gruha lakshmi scheme set for launch on August 16: CM - The Hindu. Gruha lakshmi scheme set for launch on August 16: CM&nbsp;&nbsp;The Hindu', '1.33 crore women enrol making Gruha Lakshmi one of biggest schemes in India - The Hindu. 1.33 crore women enrol making Gruha Lakshmi one of biggest schemes in India&nbsp;&nbsp;The Hindu', 'Survey to identify missed out beneficiaries under Bhagyalakshmi bonds - The Times of India. Survey to identify missed out beneficiaries under Bhagyalakshmi bonds&nbsp;&nbsp;The Times of India']","['The Times of India', 'The Times of India', 'The News Minute', 'The Hindu', 'The Hindu', 'The New Indian Express', 'The News Minute', 'The Hindu', 'The Hindu', 'The Times of India']"
A137,"To establish Micro Backward Comminutes Development Corporation with annual budget of Rs. 500 Cr, a total of Rs. 2500 Crin 5 years",SC/ST/OBC/ Minority Communities,"['Karnataka Minorities Development Corporation (KMDC) Loses NBFC Status - The Cognate. Karnataka Minorities Development Corporation (KMDC) Loses NBFC Status&nbsp;&nbsp;The Cognate', 'Vokkaliga development board to be set up - The Hindu. Vokkaliga development board to be set up&nbsp;&nbsp;The Hindu', 'Karnataka govt. backs out of solar power project in five backward villages citing costs - The Hindu. Karnataka govt. backs out of solar power project in five backward villages citing costs&nbsp;&nbsp;The Hindu', 'Karnataka Budget 2020-21: Highlights - The Hindu. Karnataka Budget 2020-21: Highlights&nbsp;&nbsp;The Hindu', 'Overview of Karnataka Budget 2023-24 - NammaKPSC. Overview of Karnataka Budget 2023-24&nbsp;&nbsp;NammaKPSC', 'Entrepreneurship scheme Samruddhi launched - The Hindu. Entrepreneurship scheme Samruddhi launched&nbsp;&nbsp;The Hindu', 'BBMP Budget 2025-26 | Highlights - Deccan Herald. BBMP Budget 2025-26 | Highlights&nbsp;&nbsp;Deccan Herald', 'Govt. justifies creation of caste corporations - The Hindu. Govt. justifies creation of caste corporations&nbsp;&nbsp;The Hindu', 'Karnataka Budget 2025: Key takeaways - Deccan Herald. Karnataka Budget 2025: Key takeaways&nbsp;&nbsp;Deccan Herald', 'Top 100 Companies for CSR and Sustainability in 2024 - The CSR Journal. Top 100 Companies for CSR and Sustainability in 2024&nbsp;&nbsp;The CSR Journal']","['The Cognate', 'The Hindu', 'The Hindu', 'The Hindu', 'NammaKPSC', 'The Hindu', 'Deccan Herald', 'The Hindu', 'Deccan Herald', 'The CSR Journal']"
A139,To increase the grants to all development Corporations and Boards.,SC/ST/OBC/ Minority Communities,"['BJP OBC Morcha demands adequate funds for development corporation and boards - The Hindu. BJP OBC Morcha demands adequate funds for development corporation and boards&nbsp;&nbsp;The Hindu', 'Govt. under fire for ‘poor allocation’ to Brahmin Development Corporation - The Hindu. Govt. under fire for ‘poor allocation’ to Brahmin Development Corporation&nbsp;&nbsp;The Hindu', '₹100 crore set aside for the establishment of Karnataka State Christian Development Corporation - The Hindu. ₹100 crore set aside for the establishment of Karnataka State Christian Development Corporation&nbsp;&nbsp;The Hindu', 'Cabinet resolves to demand ₹5,000 crore special grants from Union government for Kalyana Karnataka - The Hindu. Cabinet resolves to demand ₹5,000 crore special grants from Union government for Kalyana Karnataka&nbsp;&nbsp;The Hindu', 'Vokkaliga development board to be set up - The Hindu. Vokkaliga development board to be set up&nbsp;&nbsp;The Hindu', 'Karnataka increases incentive funds for SC/ST students in IITs, IIMs, IISc, and NITs - The Times of India. Karnataka increases incentive funds for SC/ST students in IITs, IIMs, IISc, and NITs&nbsp;&nbsp;The Times of India', 'Karnataka budget: Bengaluru civic bodies to issue municipal bonds to fund development works - Moneycontrol.com. Karnataka budget: Bengaluru civic bodies to issue municipal bonds to fund development works&nbsp;&nbsp;Moneycontrol.com', 'Congress, BJP spar over allocation of funds for development in Karnataka - The Hindu. Congress, BJP spar over allocation of funds for development in Karnataka&nbsp;&nbsp;The Hindu', 'Coconut board launches new scheme to boost plantations in Chamarajanagar - The Times of India. Coconut board launches new scheme to boost plantations in Chamarajanagar&nbsp;&nbsp;The Times of India', 'Karnataka mulls increasing loan for minority students from ₹3 lakh to 5 lakh | Bengaluru - Hindustan Times. Karnataka mulls increasing loan for minority students from ₹3 lakh to 5 lakh | Bengaluru&nbsp;&nbsp;Hindustan Times']","['The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'Moneycontrol.com', 'The Hindu', 'The Times of India', 'Hindustan Times']"
A140,"To provide collateral-free loans up to 10 lakhs at 3% interest to 50,000 OBC entrepreneurs.",SC/ST/OBC/ Minority Communities,"['Banks sanction ₹23.2 lakh crore to about 41 crore beneficiaries under Mudra Yojana - The Hindu. Banks sanction ₹23.2 lakh crore to about 41 crore beneficiaries under Mudra Yojana&nbsp;&nbsp;The Hindu', 'Mudra Loan Empowering Countless Individuals To Showcase Their Entrepreneurial Skills: PM - ETV Bharat. Mudra Loan Empowering Countless Individuals To Showcase Their Entrepreneurial Skills: PM&nbsp;&nbsp;ETV Bharat', 'PMEGP Scheme: A Complete Guide for Aspiring Entrepreneurs in India - Entrepreneur India. PMEGP Scheme: A Complete Guide for Aspiring Entrepreneurs in India&nbsp;&nbsp;Entrepreneur India', 'MUDRA 2.0 loans should target greater equity, deepen financial literacy - The Indian Express. MUDRA 2.0 loans should target greater equity, deepen financial literacy&nbsp;&nbsp;The Indian Express', 'National Startup Day 2026 – January 16 - AffairsCloud.com. National Startup Day 2026 – January 16&nbsp;&nbsp;AffairsCloud.com', 'Government Schemes Supporting Financial Inclusion - GK Today. Government Schemes Supporting Financial Inclusion&nbsp;&nbsp;GK Today', 'A Decade of Growth with PM Mudra Yojana - PIB. A Decade of Growth with PM Mudra Yojana&nbsp;&nbsp;PIB', 'Pradhan Mantri Mudra Yojana (PMMY), Features and Funding Provision - StudyIQ. Pradhan Mantri Mudra Yojana (PMMY), Features and Funding Provision&nbsp;&nbsp;StudyIQ', '10th Anniversary of Pradhan Mantri Mudra Yojana - Drishti IAS. 10th Anniversary of Pradhan Mantri Mudra Yojana&nbsp;&nbsp;Drishti IAS', 'PM SVANidhi Scheme, Objectives, Eligibility, Highlights, Features - Vajiram & Ravi. PM SVANidhi Scheme, Objectives, Eligibility, Highlights, Features&nbsp;&nbsp;Vajiram & Ravi']","['The Hindu', 'ETV Bharat', 'Entrepreneur India', 'The Indian Express', 'AffairsCloud.com', 'GK Today', 'PIB', 'StudyIQ', 'Drishti IAS', 'Vajiram & Ravi']"
